"","year","month","position","n"
"4888","2021",7,"Gestionnaire financier adjoint",34
"4889","2021",7,"Ouvrier",NA
"4890","2021",7,"Technicien",121
"4891","2021",7,"Programmeur",NA
"4892","2021",7,"Agent qualifié 3ème degré",62
"4893","2021",7,"Gestionnaire",2075
"4894","2021",7,"Comptable",NA
"4895","2021",7,"Gestionnaire Financier",20
"4896","2021",7,"Technicien Principal",114
"4897","2021",7,"Analyste",15
"4898","2021",7,"Gestionnaire Central",1331
"4899","2021",7,"Comptable Principal",4
"4900","2021",7,"Gestionnaire Financier Principal",15
"4901","2021",7,"Expert Commercial Principal",4
"4902","2021",7,"Ingenieur Principal",18
"4903","2021",7,"Technicien en Chef",84
"4904","2021",7,"Analyste Central",16
"4905","2021",7,"PRESIDENT DIRECTEUR GENERAL",1
"4906","2021",7,"Contract. Agent non qualifié 1ère cie",NA
"4907","2021",7,"Contract. Agent d'Acceuil",NA
"4908","2021",7,"Contract. Agent de guichet",NA
"4909","2021",7,"Contract. Agent Administratif Adjoint",NA
"4910","2021",7,"Contract. Agent Administratif",NA
"4911","2021",7,"Contract. Agent PrincipaL de guichet",NA
"4912","2021",7,"Contract. Gestionnaire Adjoint",NA
"4913","2021",7,"Contract. Surveillant des guichets",NA
"4914","2021",7,"Contract. Gestionnaire",NA
"4915","2021",7,"Contract. Gestionnaire Central",NA
"4916","2021",7,"Femme Menage",117
"4917","2021",7,"Femme Menage qualifié",384
"4918","2021",7,"Gardiennage",31
"4919","2021",7,"Gardiennage qualifié",139
"4920","2021",7,"Inspecteur en chef",NA
"4921","2021",7,"Inspecteur",NA
"4922","2021",7,"Agent de production",NA
"4923","2021",7,"Secrétaire de gestion",NA
"4924","2021",7,"Attaché d'inspection",NA
"4925","2021",7,"Analyste",NA
"4926","2021",7,"Administration conseil",NA
"4927","2021",7,"Attaché De l'administration",NA
"4928","2021",7,"Medecin",NA
"4929","2021",7,"MEDECIN PRINCIPAL",1
"4930","2021",7,"Unknown",NA
"4931","2021",8,"Conseiller en Chef",NA
"4932","2021",8,"Gestionnaire en Chef",504
"4933","2021",8,"Comptable en Chef",30
"4934","2021",8,"Gestionnaire Financier en Chef",22
"4935","2021",8,"Expert Commercial en Chef",6
"4936","2021",8,"Auditeur en Chef",1
"4937","2021",8,"Contrôleur de gestion en Chef",3
"4938","2021",8,"Ingénieur en Chef",29
"4939","2021",8,"Expert Technicien en Chef",17
"4940","2021",8,"Analyste en Chef",31
"4941","2021",8,"Architecte en Chef",NA
"4942","2021",8,"Conseiller Général",4
"4943","2021",8,"Gestionnaire Général",151
"4944","2021",8,"Gestionnaire Financier Général",3
"4945","2021",8,"Ingénieur Général",40
"4946","2021",8,"Analyste Général",9
"4947","2021",8,"Architecte Général",4
"4948","2021",8,"Agent non qualifié 1ère cie",90
"4949","2021",8,"Agent non qualifié 2ème cie",16
"4950","2021",8,"Agent non qualifié 3ème cie",7
"4951","2021",8,"Agent d'Acceuil",13
"4952","2021",8,"Agent de métier",52
"4953","2021",8,"Agent des postes",107
"4954","2021",8,"Agent de guichet",157
"4955","2021",8,"Agent de Distribution",626
"4956","2021",8,"Agent Administratif Adjoint",11
"4957","2021",8,"Agent technique",2
"4958","2021",8,"Agent qualifié 1er degré",62
"4959","2021",8,"Agent Administratif",34
"4960","2021",8,"Agent Bureautique",NA
"4961","2021",8,"Agent PrincipaL des postes",74
"4962","2021",8,"Agent PrincipaL de guichet",419
"4963","2021",8,"Agent principale de Distribution",226
"4964","2021",8,"Agent financier",2
"4965","2021",8,"Technicien Adjoint",11
"4966","2021",8,"Technicien de Laboratoire Informatique",1
"4967","2021",8,"Agent qualifié 2ème degré",72
"4968","2021",8,"Ouvrier",NA
"4969","2021",8,"Gestionnaire Adjoint",117
"4970","2021",8,"Surveillant des postes",282
"4971","2021",8,"Surveillant des guichets",925
"4972","2021",8,"Surveillant de distribution",292
"4973","2021",8,"Gestionnaire financier adjoint",34
"4974","2021",8,"Ouvrier",NA
"4975","2021",8,"Technicien",120
"4976","2021",8,"Programmeur",NA
"4977","2021",8,"Agent qualifié 3ème degré",58
"4978","2021",8,"Gestionnaire",2067
"4979","2021",8,"Comptable",NA
"4980","2021",8,"Gestionnaire Financier",14
"4981","2021",8,"Technicien Principal",117
"4982","2021",8,"Analyste",15
"4983","2021",8,"Gestionnaire Central",1340
"4984","2021",8,"Comptable Principal",4
"4985","2021",8,"Gestionnaire Financier Principal",15
"4986","2021",8,"Expert Commercial Principal",4
"4987","2021",8,"Ingenieur Principal",18
"4988","2021",8,"Technicien en Chef",86
"4989","2021",8,"Analyste Central",16
"4990","2021",8,"PRESIDENT DIRECTEUR GENERAL",1
"4991","2021",8,"Contract. Agent non qualifié 1ère cie",NA
"4992","2021",8,"Contract. Agent d'Acceuil",NA
"4993","2021",8,"Contract. Agent de guichet",NA
"4994","2021",8,"Contract. Agent Administratif Adjoint",NA
"4995","2021",8,"Contract. Agent Administratif",NA
"4996","2021",8,"Contract. Agent PrincipaL de guichet",NA
"4997","2021",8,"Contract. Gestionnaire Adjoint",NA
"4998","2021",8,"Contract. Surveillant des guichets",NA
"4999","2021",8,"Contract. Gestionnaire",NA
"5000","2021",8,"Contract. Gestionnaire Central",NA
"5001","2021",8,"Femme Menage",117
"5002","2021",8,"Femme Menage qualifié",384
"5003","2021",8,"Gardiennage",31
"5004","2021",8,"Gardiennage qualifié",139
"5005","2021",8,"Inspecteur en chef",NA
"5006","2021",8,"Inspecteur",NA
"5007","2021",8,"Agent de production",NA
"5008","2021",8,"Secrétaire de gestion",NA
"5009","2021",8,"Attaché d'inspection",NA
"5010","2021",8,"Analyste",NA
"5011","2021",8,"Administration conseil",NA
"5012","2021",8,"Attaché De l'administration",NA
"5013","2021",8,"Medecin",NA
"5014","2021",8,"MEDECIN PRINCIPAL",1
"5015","2021",8,"Unknown",NA
"5016","2021",9,"Conseiller en Chef",NA
"5017","2021",9,"Gestionnaire en Chef",505
"5018","2021",9,"Comptable en Chef",30
"5019","2021",9,"Gestionnaire Financier en Chef",22
"5020","2021",9,"Expert Commercial en Chef",6
"5021","2021",9,"Auditeur en Chef",1
"5022","2021",9,"Contrôleur de gestion en Chef",3
"5023","2021",9,"Ingénieur en Chef",29
"5024","2021",9,"Expert Technicien en Chef",17
"5025","2021",9,"Analyste en Chef",31
"5026","2021",9,"Architecte en Chef",NA
"5027","2021",9,"Conseiller Général",4
"5028","2021",9,"Gestionnaire Général",151
"5029","2021",9,"Gestionnaire Financier Général",3
"5030","2021",9,"Ingénieur Général",40
"5031","2021",9,"Analyste Général",9
"5032","2021",9,"Architecte Général",4
"5033","2021",9,"Agent non qualifié 1ère cie",90
"5034","2021",9,"Agent non qualifié 2ème cie",16
"5035","2021",9,"Agent non qualifié 3ème cie",7
"5036","2021",9,"Agent d'Acceuil",13
"5037","2021",9,"Agent de métier",51
"5038","2021",9,"Agent des postes",107
"5039","2021",9,"Agent de guichet",157
"5040","2021",9,"Agent de Distribution",626
"5041","2021",9,"Agent Administratif Adjoint",11
"5042","2021",9,"Agent technique",2
"5043","2021",9,"Agent qualifié 1er degré",62
"5044","2021",9,"Agent Administratif",34
"5045","2021",9,"Agent Bureautique",NA
"5046","2021",9,"Agent PrincipaL des postes",75
"5047","2021",9,"Agent PrincipaL de guichet",418
"5048","2021",9,"Agent principale de Distribution",226
"5049","2021",9,"Agent financier",2
"5050","2021",9,"Technicien Adjoint",11
"5051","2021",9,"Technicien de Laboratoire Informatique",1
"5052","2021",9,"Agent qualifié 2ème degré",73
"5053","2021",9,"Ouvrier",NA
"5054","2021",9,"Gestionnaire Adjoint",117
"5055","2021",9,"Surveillant des postes",287
"5056","2021",9,"Surveillant des guichets",920
"5057","2021",9,"Surveillant de distribution",292
"5058","2021",9,"Gestionnaire financier adjoint",34
"5059","2021",9,"Ouvrier",NA
"5060","2021",9,"Technicien",120
"5061","2021",9,"Programmeur",NA
"5062","2021",9,"Agent qualifié 3ème degré",58
"5063","2021",9,"Gestionnaire",2064
"5064","2021",9,"Comptable",NA
"5065","2021",9,"Gestionnaire Financier",14
"5066","2021",9,"Technicien Principal",117
"5067","2021",9,"Analyste",15
"5068","2021",9,"Gestionnaire Central",1342
"5069","2021",9,"Comptable Principal",4
"5070","2021",9,"Gestionnaire Financier Principal",15
"5071","2021",9,"Expert Commercial Principal",4
"5072","2021",9,"Ingenieur Principal",18
"5073","2021",9,"Technicien en Chef",86
"5074","2021",9,"Analyste Central",16
"5075","2021",9,"PRESIDENT DIRECTEUR GENERAL",1
"5076","2021",9,"Contract. Agent non qualifié 1ère cie",NA
"5077","2021",9,"Contract. Agent d'Acceuil",NA
